"","Gene","SLE004","SLE005","SLE006","SLE007","SLE008"
"700","AC005722.4",0,0,0,0,0
"701","AC005725.1",0,0,0,0,0
"702","AC005730.2",0,0,0,0,0
"703","AC005740.3",0,0,0,0,0
"704","AC005740.4",0,1,0,0,1
"705","AC005740.5",0,0,0,0,0
"706","AC005740.6",1,2,2,2,3
"707","AC005741.2",0,0,0,0,0
"708","AC005752.10",0,0,0,0,0
"709","AC005753.1",0,0,0,0,0
"710","AC005754.7",0,0,0,0,0
"711","AC005754.8",0,0,0,0,0
"712","AC005757.6",0,0,0,0,0
"713","AC005757.7",0,0,0,0,0
"714","AC005758.1",0,0,0,0,0
"715","AC005772.2",0,0,0,0,0
"716","AC005775.2",1,0,2,2,0
"717","AC005776.1",0,0,0,0,1
"718","AC005777.3",0,0,0,0,0
"719","AC005779.2",0,0,0,0,0
"720","AC005780.1",0,0,0,0,0
"721","AC005783.1",0,0,0,0,0
"722","AC005785.2",3,2,6,3,0
"723","AC005785.5",1,1,0,1,5
"724","AC005786.3",0,0,0,0,0
"725","AC005786.5",0,0,0,0,0
"726","AC005786.6",0,1,0,0,0
"727","AC005786.7",0,0,0,0,0
"728","AC005789.9",0,0,0,0,0
"729","AC005794.1",0,0,0,0,0
"730","AC005795.1",1,0,2,0,0
"731","AC005796.2",2,0,1,1,1
"732","AC005808.3",0,0,1,0,0
"733","AC005822.1",1,0,0,0,0
"734","AC005828.1",0,0,0,0,0
"735","AC005838.2",0,0,0,0,0
"736","AC005863.1",0,0,0,0,0
"737","AC005863.2",0,0,0,0,0
"738","AC005901.1",0,0,0,0,0
"739","AC005915.1",0,0,0,0,0
"740","AC005926.1",0,0,0,0,0
"741","AC005932.1",0,0,1,0,0
"742","AC005943.2",0,0,0,0,0
"743","AC005943.6",0,0,0,0,0
"744","AC005944.2",0,0,0,0,0
"745","AC005954.3",0,1,0,0,0
"746","AC005954.4",0,0,0,0,0
"747","AC006000.5",0,0,0,0,0
"748","AC006003.3",0,0,0,0,0
"749","AC006004.1",0,0,0,0,0
"750","AC006007.1",0,0,0,0,0
"751","AC006011.4",0,0,0,0,0
"752","AC006014.7",0,0,0,0,0
"753","AC006014.8",0,0,0,0,0
"754","AC006019.1",0,0,0,0,0
"755","AC006019.3",0,0,0,0,0
"756","AC006019.4",0,0,0,0,0
"757","AC006022.4",0,0,0,0,0
"758","AC006026.1",0,0,0,0,0
"759","AC006026.12",0,0,0,0,0
"760","AC006026.13",0,1,0,0,0
"761","AC006026.2",1,0,0,0,0
"762","AC006026.9",1,0,0,0,0
"763","AC006028.11",0,0,1,0,0
"764","AC006033.22",0,0,1,1,1
"765","AC006037.2",0,0,0,0,0
"766","AC006041.1",0,0,0,0,0
"767","AC006042.6",2,2,0,0,1
"768","AC006042.7",2,1,0,1,0
"769","AC006042.8",7,1,2,2,3
"770","AC006050.2",0,0,0,0,0
"771","AC006070.12",0,0,0,0,0
"772","AC006076.1",0,0,0,0,0
"773","AC006077.3",6,3,4,3,1
"774","AC006077.4",0,0,0,0,0
"775","AC006088.1",0,0,0,0,0
"776","AC006115.1",0,0,0,0,0
"777","AC006115.6",0,0,0,0,0
"778","AC006116.1",0,0,0,0,0
"779","AC006116.12",0,0,0,0,0
"780","AC006116.13",2,0,0,1,0
"781","AC006116.14",0,0,0,0,0
"782","AC006116.15",0,0,0,0,0
"783","AC006116.17",0,0,0,0,0
"784","AC006116.19",0,0,0,0,0
"785","AC006116.20",7,0,9,4,2
"786","AC006116.21",0,0,0,0,0
"787","AC006116.22",7,0,1,1,0
"788","AC006116.24",0,0,0,0,0
"789","AC006116.27",0,0,0,0,0
"790","AC006126.3",0,0,1,0,0
"791","AC006126.4",1,0,0,0,0
"792","AC006128.2",25,22,9,13,11
"793","AC006129.1",2,9,2,3,6
"794","AC006129.2",134,115,96,121,63
"795","AC006129.3",6,4,7,7,1
"796","AC006130.1",0,0,0,0,0
"797","AC006130.3",1,0,0,0,0
"798","AC006130.4",0,0,0,0,0
"799","AC006133.3",0,0,0,0,0
"800","AC006133.7",0,0,0,0,0
"801","AC006145.1",0,0,0,0,0
"802","AC006145.4",0,0,0,0,0
"803","AC006150.1",0,0,0,0,0
"804","AC006150.2",0,0,0,0,0
"805","AC006153.3",0,0,0,0,0
"806","AC006159.4",0,0,0,0,0
"807","AC006159.5",0,0,0,0,0
"808","AC006160.5",3,2,1,1,0
"809","AC006195.2",0,0,0,0,0
"810","AC006196.1",0,0,0,0,0
"811","AC006227.1",0,0,0,0,0
"812","AC006262.10",0,0,0,0,0
"813","AC006262.11",0,0,0,0,0
"814","AC006262.4",0,0,0,0,0
"815","AC006262.5",0,0,0,0,0
"816","AC006272.1",1,0,0,0,0
"817","AC006272.2",0,0,0,0,0
"818","AC006273.4",0,0,0,0,0
"819","AC006273.5",0,0,0,0,0
"820","AC006277.2",0,0,0,0,0
"821","AC006277.3",2,1,1,2,0
"822","AC006288.1",0,0,0,0,0
"823","AC006296.1",0,0,0,0,0
"824","AC006296.2",0,0,0,0,0
"825","AC006322.1",0,0,0,0,0
"826","AC006326.3",0,0,0,0,0
"827","AC006328.1",0,0,0,0,0
"828","AC006328.2",0,0,0,0,0
"829","AC006328.3",0,0,0,0,0
"830","AC006328.4",0,0,0,0,0
"831","AC006328.9",0,0,0,0,0
"832","AC006335.10",0,0,0,0,0
"833","AC006335.11",0,0,0,0,0
"834","AC006335.2",0,0,0,0,0
"835","AC006335.6",0,0,0,0,0
"836","AC006355.3",0,0,0,0,0
"837","AC006366.3",0,0,0,0,0
"838","AC006369.2",10,11,10,7,8
"839","AC006369.3",0,0,0,0,0
"840","AC006371.1",0,0,0,0,0
"841","AC006372.4",0,1,0,0,0
"842","AC006372.5",0,0,0,0,0
"843","AC006372.6",0,1,0,0,0
"844","AC006373.1",0,0,0,0,0
"845","AC006377.1",0,0,0,0,0
"846","AC006378.2",6,4,2,7,3
"847","AC006380.1",0,0,0,0,0
"848","AC006380.3",0,0,0,0,0
"849","AC006386.1",0,0,0,0,0
"850","AC006390.4",0,0,0,0,0
"851","AC006427.2",0,0,0,0,0
"852","AC006445.1",0,0,0,0,0
"853","AC006445.6",0,0,0,0,3
"854","AC006445.7",0,0,0,2,0
"855","AC006449.2",0,0,0,0,0
"856","AC006452.1",0,0,0,0,0
"857","AC006452.2",0,0,0,0,0
"858","AC006458.3",0,0,0,0,0
"859","AC006460.2",1,0,0,0,1
"860","AC006461.1",0,0,0,0,0
"861","AC006461.2",0,0,0,0,0
"862","AC006466.5",0,0,0,0,0
"863","AC006478.1",0,0,0,0,0
"864","AC006480.1",0,0,0,0,0
"865","AC006482.1",0,0,0,0,0
"866","AC006483.1",0,0,0,0,0
"867","AC006483.5",0,0,0,0,1
"868","AC006486.10",1,3,2,3,0
"869","AC006486.9",0,0,0,0,0
"870","AC006487.1",0,0,0,0,0
"871","AC006499.1",0,0,0,0,0
"872","AC006499.2",0,0,0,0,0
"873","AC006499.3",0,0,0,0,0
"874","AC006499.4",0,0,0,0,0
"875","AC006499.5",0,0,0,0,0
"876","AC006499.6",0,0,0,0,0
"877","AC006499.7",0,0,0,0,0
"878","AC006499.9",0,0,0,0,0
"879","AC006509.4",0,0,0,0,0
"880","AC006509.7",0,0,0,0,0
"881","AC006534.1",0,0,0,0,0
"882","AC006534.2",0,0,0,0,0
"883","AC006534.3",0,0,0,0,0
"884","AC006538.1",2,1,0,0,1
"885","AC006538.4",0,0,0,0,0
"886","AC006538.8",0,0,0,0,0
"887","AC006539.1",0,0,0,0,0
"888","AC006539.2",0,1,1,0,0
"889","AC006539.3",0,0,0,1,0
"890","AC006539.6",0,0,0,0,0
"891","AC006547.13",62,25,32,22,21
"892","AC006547.15",0,0,0,0,0
"893","AC006547.8",0,0,0,0,0
"894","AC006548.19",0,0,0,0,0
"895","AC006548.26",0,0,0,0,0
"896","AC006548.28",1,0,0,3,0
"897","AC006552.1",0,0,0,0,0
"898","AC006557.1",0,0,0,0,0
"899","AC006840.1",0,0,0,0,0
"900","AC006925.1",0,0,0,0,0
"901","AC006926.1",0,0,0,0,0
"902","AC006942.4",3,5,4,5,8
"903","AC006946.12",8,1,4,0,0
"904","AC006946.15",3,1,2,1,1
"905","AC006946.16",0,1,1,0,0
"906","AC006946.17",0,0,0,0,0
"907","AC006947.1",1,0,0,0,0
"908","AC006960.5",0,0,0,0,0
"909","AC006960.7",1,0,0,0,1
"910","AC006978.6",86,39,50,33,35
"911","AC006987.4",0,0,0,0,0
"912","AC006987.5",0,0,0,0,0
"913","AC006987.6",0,0,0,0,0
"914","AC006988.1",0,0,0,0,0
"915","AC006989.2",0,0,0,0,0
"916","AC006994.1",1,0,1,1,0
"917","AC006994.2",0,0,0,0,0
"918","AC006994.3",0,0,0,0,0
"919","AC007000.10",2,0,0,0,0
"920","AC007000.11",0,0,2,0,3
"921","AC007003.1",0,0,0,0,0
"922","AC007006.1",0,0,0,0,0
"923","AC007009.1",0,0,0,0,0
"924","AC007009.2",0,0,0,0,0
"925","AC007016.3",0,1,0,1,0
"926","AC007036.4",1,0,2,0,1
"927","AC007036.5",0,0,0,0,0
"928","AC007036.6",1,0,2,1,0
"929","AC007038.7",5,7,8,4,2
"930","AC007040.1",0,0,0,0,0
"931","AC007040.11",0,0,0,0,0
"932","AC007040.2",0,0,0,0,0
"933","AC007040.3",0,0,0,0,0
"934","AC007040.6",0,0,0,0,0
"935","AC007040.8",0,0,2,0,1
"936","AC007041.1",0,0,0,0,0
"937","AC007041.2",0,1,2,0,0
"938","AC007050.1",0,0,0,0,0
"939","AC007050.17",0,0,0,0,0
"940","AC007056.1",0,0,0,0,0
"941","AC007064.22",0,0,0,0,0
"942","AC007064.24",0,0,0,0,0
"943","AC007064.25",0,0,0,0,0
"944","AC007078.4",0,0,0,0,0
"945","AC007091.1",0,0,0,0,0
"946","AC007096.1",0,0,0,0,0
"947","AC007098.1",0,0,0,0,0
"948","AC007099.1",0,0,0,0,0
"949","AC007099.2",0,0,0,0,0
"950","AC007106.1",0,0,0,0,0
"951","AC007115.3",0,0,0,0,0
"952","AC007126.1",0,3,0,0,0
"953","AC007128.1",0,0,0,0,0
"954","AC007131.1",0,1,0,0,0
"955","AC007131.2",0,0,0,0,0
"956","AC007131.3",0,0,0,0,0
"957","AC007136.1",0,0,0,0,0
"958","AC007161.5",0,0,0,0,0
"959","AC007163.1",0,0,0,0,0
"960","AC007163.2",0,0,0,0,0
"961","AC007163.3",0,0,0,0,0
"962","AC007163.6",0,0,0,0,0
"963","AC007179.1",0,0,0,0,0
"964","AC007179.2",0,0,0,0,0
"965","AC007182.6",0,0,0,0,0
"966","AC007191.4",13,6,6,10,0
"967","AC007192.4",0,0,0,0,0
"968","AC007192.6",0,0,0,0,0
"969","AC007193.10",0,0,0,0,0
"970","AC007193.6",0,0,0,0,0
"971","AC007193.8",0,0,0,0,0
"972","AC007193.9",0,0,0,0,0
"973","AC007204.2",0,0,0,0,0
"974","AC007204.3",0,0,0,0,0
"975","AC007216.1",0,0,0,0,0
"976","AC007224.1",0,0,0,0,0
"977","AC007228.11",0,0,1,0,2
"978","AC007228.5",1,0,0,0,0
"979","AC007228.8",0,0,0,0,0
"980","AC007228.9",8,3,3,4,5
"981","AC007229.3",0,0,0,1,0
"982","AC007237.2",0,0,0,0,0
"983","AC007238.1",12,3,4,1,4
"984","AC007241.1",0,0,0,0,0
"985","AC007242.1",0,0,0,0,0
"986","AC007246.3",7,2,3,5,3
"987","AC007249.3",2,1,0,0,2
"988","AC007250.4",0,0,0,0,0
"989","AC007251.2",0,0,0,0,0
"990","AC007253.1",0,0,0,0,0
"991","AC007255.8",0,0,0,0,0
"992","AC007256.5",1,1,3,0,0
"993","AC007271.3",0,0,0,0,0
"994","AC007272.3",0,0,0,0,0
"995","AC007274.2",0,0,0,0,0
"996","AC007274.5",0,0,0,0,0
"997","AC007277.3",0,0,0,0,0
"998","AC007278.2",10,2,3,4,1
"999","AC007278.3",17,4,3,5,4
"1000","AC007279.1",0,0,0,2,0
"1001","AC007279.2",1,0,1,1,0
"1002","AC007283.4",1,0,0,1,0
"1003","AC007283.5",0,0,0,0,0
"1004","AC007285.1",0,0,0,0,0
"1005","AC007285.6",1,2,2,2,1
"1006","AC007285.7",0,0,0,0,0
"1007","AC007292.3",7,3,1,4,0
"1008","AC007292.4",0,0,0,2,0
"1009","AC007292.6",3,0,1,2,1
"1010","AC007292.7",0,0,0,0,0
"1011","AC007304.1",0,0,0,0,0
"1012","AC007308.7",0,0,0,0,0
"1013","AC007312.3",0,0,0,0,0
"1014","AC007317.1",0,0,0,0,0
"1015","AC007318.5",2,1,1,4,1
"1016","AC007319.1",0,0,0,1,0
"1017","AC007322.1",0,0,0,0,0
"1018","AC007322.3",0,0,0,0,0
"1019","AC007322.5",0,0,0,0,0
"1020","AC007322.7",0,0,0,0,0
"1021","AC007325.1",0,0,0,0,0
"1022","AC007325.2",0,0,0,0,0
"1023","AC007325.3",0,0,0,0,0
"1024","AC007325.4",0,1,0,0,0
"1025","AC007326.1",0,0,0,0,0
"1026","AC007326.10",0,0,0,0,0
"1027","AC007326.9",0,0,0,0,0
"1028","AC007327.5",0,0,0,0,0
"1029","AC007327.6",0,0,0,0,0
"1030","AC007333.1",0,0,0,0,0
"1031","AC007339.1",0,0,0,0,0
"1032","AC007339.2",0,0,0,0,0
"1033","AC007347.1",0,0,0,0,0
"1034","AC007349.4",0,0,0,0,0
"1035","AC007349.5",0,0,0,0,0
"1036","AC007349.7",0,0,0,0,0
"1037","AC007358.1",0,0,0,0,0
"1038","AC007359.6",0,0,0,0,0
"1039","AC007362.3",0,0,0,0,0
"1040","AC007364.1",0,0,0,0,0
"1041","AC007365.1",0,0,0,0,0
"1042","AC007365.2",0,0,0,0,0
"1043","AC007365.3",1,3,0,1,0
"1044","AC007365.4",4,0,7,0,0
"1045","AC007367.1",0,0,0,0,0
"1046","AC007375.1",0,0,0,0,0
"1047","AC007381.1",0,0,0,0,0
"1048","AC007381.3",6,2,0,1,0
"1049","AC007383.3",7,4,5,5,13
"1050","AC007383.4",0,0,0,0,0
"1051","AC007383.6",0,0,0,0,0
"1052","AC007384.1",0,0,0,0,0
"1053","AC007386.2",2,1,1,0,0
"1054","AC007386.3",4,1,1,1,0
"1055","AC007386.4",0,0,0,1,0
"1056","AC007387.2",1,0,0,0,0
"1057","AC007389.1",0,0,0,0,1
"1058","AC007389.2",0,1,0,0,0
"1059","AC007389.3",0,0,0,0,0
"1060","AC007389.4",0,0,0,0,0
"1061","AC007390.4",0,0,0,0,0
"1062","AC007391.2",0,0,0,0,0
"1063","AC007392.3",0,0,0,0,0
"1064","AC007392.4",0,0,0,0,0
"1065","AC007394.3",0,0,0,0,0
"1066","AC007395.3",0,0,0,0,0
"1067","AC007395.4",0,0,1,0,0
"1068","AC007402.1",0,0,0,0,0
"1069","AC007403.2",0,0,0,0,0
"1070","AC007403.3",0,0,0,0,0
"1071","AC007405.4",0,0,0,0,0
"1072","AC007405.6",2,0,2,0,0
"1073","AC007405.8",0,0,0,0,0
"1074","AC007422.1",0,0,0,0,0
"1075","AC007435.1",0,0,0,0,0
"1076","AC007436.1",0,0,0,0,0
"1077","AC007450.1",0,0,0,0,0
"1078","AC007461.2",0,0,0,0,0
"1079","AC007463.2",0,0,0,0,0
"1080","AC007486.1",0,0,0,0,0
"1081","AC007511.1",0,0,0,0,0
"1082","AC007528.1",0,0,0,0,0
"1083","AC007528.2",0,0,0,0,0
"1084","AC007535.1",0,0,0,0,0
"1085","AC007551.1",0,0,0,0,0
"1086","AC007551.2",0,0,0,0,0
"1087","AC007556.3",4,0,1,0,0
"1088","AC007557.1",0,0,0,0,0
"1089","AC007557.2",0,0,0,0,0
"1090","AC007557.3",0,0,0,0,0
"1091","AC007557.4",0,0,0,0,0
"1092","AC007557.5",0,0,0,0,0
"1093","AC007559.1",0,0,0,0,0
"1094","AC007560.1",0,0,0,0,0
"1095","AC007560.2",0,0,0,0,0
"1096","AC007562.1",0,0,0,0,0
"1097","AC007563.1",0,0,0,1,0
"1098","AC007563.3",0,0,0,0,0
"1099","AC007563.4",0,0,0,0,0
"1100","AC007563.5",0,0,1,0,0
"1101","AC007566.10",3,2,6,3,0
"1102","AC007567.1",0,0,0,0,0
"1103","AC007568.1",0,0,0,0,0
"1104","AC007611.1",0,0,0,0,0
"1105","AC007618.3",0,0,0,0,0
"1106","AC007620.3",0,0,0,0,0
"1107","AC007631.1",0,0,0,0,0
"1108","AC007652.1",0,0,0,0,0
"1109","AC007677.2",0,0,0,0,0
"1110","AC007679.1",0,0,0,0,0
"1111","AC007679.3",0,0,0,0,0
"1112","AC007679.4",0,0,0,1,0
"1113","AC007682.1",0,0,0,0,0
"1114","AC007682.2",0,0,0,0,0
"1115","AC007682.3",0,0,0,0,0
"1116","AC007682.4",0,0,0,0,0
"1117","AC007731.1",0,0,0,0,0
"1118","AC007731.2",0,0,0,0,0
"1119","AC007740.1",0,0,0,0,0
"1120","AC007742.3",0,0,0,0,0
"1121","AC007743.1",0,0,0,0,0
"1122","AC007750.1",0,0,0,0,0
"1123","AC007750.5",1,0,0,0,0
"1124","AC007773.1",0,0,0,0,0
"1125","AC007773.2",1,2,0,1,3
"1126","AC007787.2",0,0,0,0,0
"1127","AC007787.3",0,0,0,0,0
"1128","AC007790.4",1,2,0,0,1
"1129","AC007792.1",0,0,0,0,0
"1130","AC007795.1",0,0,0,0,0
"1131","AC007796.1",1,0,1,0,0
"1132","AC007842.1",0,0,0,0,0
"1133","AC007875.2",0,0,0,0,0
"1134","AC007879.1",0,0,0,0,1
"1135","AC007879.2",2,3,0,1,1
"1136","AC007879.3",0,1,1,0,0
"1137","AC007879.4",0,0,0,0,0
"1138","AC007879.5",2,5,0,0,1
"1139","AC007879.6",0,0,0,0,0
"1140","AC007879.7",5,2,1,0,1
"1141","AC007880.1",8,1,3,2,1
"1142","AC007880.2",0,0,0,0,0
"1143","AC007881.1",0,0,0,0,0
"1144","AC007881.4",0,0,0,0,0
"1145","AC007899.3",1,0,0,0,0
"1146","AC007906.1",0,0,0,0,0
"1147","AC007908.1",0,0,0,0,0
"1148","AC007919.1",0,0,0,0,0
"1149","AC007919.18",6,0,0,2,0
"1150","AC007919.19",0,0,0,0,0
"1151","AC007919.2",0,0,0,0,0
"1152","AC007948.1",0,0,0,0,0
"1153","AC007950.1",1,1,2,1,1
"1154","AC007950.2",0,1,0,0,0
"1155","AC007952.4",0,0,0,0,0
"1156","AC007952.5",1,0,0,0,1
"1157","AC007952.6",0,0,0,0,0
"1158","AC007966.1",0,0,0,0,0
"1159","AC007967.2",0,0,0,0,0
"1160","AC007967.3",0,0,0,0,0
"1161","AC007967.4",0,0,0,0,0
"1162","AC007969.4",0,1,0,0,0
"1163","AC007969.5",36,13,31,6,6
"1164","AC007998.1",0,0,0,0,0
"1165","AC008041.1",0,0,0,0,0
"1166","AC008045.1",0,0,0,0,0
"1167","AC008060.1",0,0,0,0,0
"1168","AC008060.5",0,0,0,0,0
"1169","AC008060.7",0,0,0,0,0
"1170","AC008060.8",0,0,0,0,0
"1171","AC008063.2",0,0,0,1,1
"1172","AC008063.3",0,0,0,0,0
"1173","AC008065.1",0,0,0,0,0
"1174","AC008067.2",0,0,0,0,0
"1175","AC008069.1",0,0,0,0,0
"1176","AC008069.2",0,0,0,0,0
"1177","AC008072.1",0,0,0,0,0
"1178","AC008073.7",0,0,1,0,0
"1179","AC008073.9",0,0,1,0,0
"1180","AC008074.1",1,0,0,0,0
"1181","AC008074.3",7,0,0,0,2
"1182","AC008074.4",0,0,0,0,0
"1183","AC008074.5",2,1,1,0,2
"1184","AC008079.10",10,4,3,1,1
"1185","AC008079.9",0,0,0,0,0
"1186","AC008085.1",0,0,0,0,0
"1187","AC008088.4",0,0,0,0,0
"1188","AC008103.3",0,0,0,0,0
"1189","AC008103.4",0,0,0,0,0
"1190","AC008132.13",0,0,0,0,0
"1191","AC008132.14",0,0,0,0,0
"1192","AC008132.15",0,0,0,0,0
"1193","AC008154.4",0,0,0,0,0
"1194","AC008154.5",0,0,0,0,0
"1195","AC008155.1",0,0,0,0,0
"1196","AC008155.2",0,0,0,0,0
"1197","AC008163.4",0,0,0,0,0
"1198","AC008166.1",0,0,0,0,0
"1199","AC008169.1",0,0,0,0,0
"1200","AC008171.1",0,0,0,0,0
"1201","AC008173.1",0,0,0,0,0
"1202","AC008175.1",0,0,0,0,0
"1203","AC008264.4",0,0,0,0,0
"1204","AC008265.2",0,0,0,0,0
"1205","AC008268.1",0,0,0,0,0
"1206","AC008268.2",0,0,0,0,0
"1207","AC008269.2",0,0,0,0,0
"1208","AC008271.1",0,0,0,0,0
"1209","AC008277.1",3,0,1,0,0
"1210","AC008278.2",0,0,0,0,0
"1211","AC008278.3",0,0,0,0,0
"1212","AC008280.1",0,0,0,0,0
"1213","AC008280.3",0,0,0,0,0
"1214","AC008281.1",0,0,0,0,0
"1215","AC008391.1",0,0,0,0,0
"1216","AC008410.1",0,0,0,0,0
"1217","AC008427.2",0,0,0,0,0
"1218","AC008440.10",0,0,0,1,0
"1219","AC008440.5",0,0,0,0,0
"1220","AC008449.1",0,0,0,0,0
"1221","AC008464.1",0,0,0,0,0
"1222","AC008514.1",0,0,0,0,0
"1223","AC008521.1",0,0,0,0,0
"1224","AC008522.1",0,0,0,0,0
"1225","AC008536.1",0,0,0,0,0
"1226","AC008547.1",0,0,0,0,0
"1227","AC008562.1",0,0,0,0,0
"1228","AC008565.1",0,0,0,0,0
"1229","AC008581.1",0,0,0,0,0
"1230","AC008592.3",3,1,2,0,2
"1231","AC008592.4",1,0,0,0,0
"1232","AC008592.5",0,0,0,0,0
"1233","AC008592.7",0,0,0,0,0
"1234","AC008592.8",1,1,0,0,0
"1235","AC008598.1",0,0,0,0,0
"1236","AC008622.1",0,0,0,0,0
"1237","AC008623.1",0,0,0,0,0
"1238","AC008625.1",1,0,0,0,0
"1239","AC008641.1",0,0,1,0,0
"1240","AC008671.1",0,0,0,0,0
"1241","AC008674.1",0,0,0,0,0
"1242","AC008686.1",0,0,0,0,0
"1243","AC008691.1",0,0,0,0,0
"1244","AC008694.2",0,0,0,0,0
"1245","AC008694.3",0,0,0,0,0
"1246","AC008697.1",3,0,0,0,0
"1247","AC008703.1",2,0,0,0,0
"1248","AC008703.2",0,0,0,0,0
"1249","AC008737.1",0,0,0,0,0
"1250","AC008740.1",0,0,0,0,0
"1251","AC008746.10",0,0,0,0,0
"1252","AC008746.12",2,3,1,0,3
"1253","AC008746.3",0,1,0,0,0
"1254","AC008746.5",2,0,2,4,0
"1255","AC008746.9",0,0,0,0,0
"1256","AC008752.1",0,0,0,0,0
"1257","AC008753.1",0,0,0,0,0
"1258","AC008753.3",0,0,3,1,0
"1259","AC008753.4",3,0,0,0,1
"1260","AC008753.6",2,0,0,0,0
"1261","AC008756.1",0,0,0,0,0
"1262","AC008759.1",0,0,0,0,0
"1263","AC008780.1",0,0,0,0,0
"1264","AC008781.1",0,0,0,0,0
"1265","AC008781.7",0,0,0,0,1
"1266","AC008798.1",0,0,0,0,0
"1267","AC008810.1",0,0,0,0,0
"1268","AC008834.1",0,0,0,0,0
"1269","AC008834.2",0,0,0,0,0
"1270","AC008836.1",0,0,0,0,0
"1271","AC008850.3",4,0,1,0,0
"1272","AC008865.1",0,0,0,0,0
"1273","AC008869.1",0,0,0,0,0
"1274","AC008869.2",0,0,0,0,0
"1275","AC008906.1",0,0,1,0,0
"1276","AC008914.1",0,0,0,0,0
"1277","AC008937.2",0,0,0,0,0
"1278","AC008937.3",0,0,0,2,0
"1279","AC008938.1",0,0,0,0,0
"1280","AC008940.1",0,0,0,0,0
"1281","AC008949.1",0,0,0,0,0
"1282","AC008967.1",0,0,0,0,0
"1283","AC008982.2",9,5,6,5,5
"1284","AC008984.2",13,4,12,7,3
"1285","AC008984.5",0,0,0,1,0
"1286","AC008984.6",2,0,0,2,0
"1287","AC008984.7",9,1,5,0,4
"1288","AC008985.1",1,0,0,0,0
"1289","AC008991.1",0,0,0,0,0
"1290","AC008992.1",0,0,0,0,0
"1291","AC008993.2",0,0,0,0,0
"1292","AC008993.3",0,0,0,0,0
"1293","AC009005.2",6,3,5,0,4
"1294","AC009009.1",0,0,0,0,0
"1295","AC009014.3",0,0,0,0,0
"1296","AC009022.1",0,0,0,0,0
"1297","AC009035.1",0,0,0,0,0
"1298","AC009052.12",0,0,0,0,0
"1299","AC009060.1",0,0,0,0,0
"1300","AC009060.2",0,0,0,0,0
"1301","AC009060.3",0,0,0,0,0
"1302","AC009065.1",0,0,0,0,0
"1303","AC009065.2",0,0,0,0,0
"1304","AC009065.3",0,0,0,0,0
"1305","AC009065.4",0,0,0,0,0
"1306","AC009080.1",0,0,0,0,0
"1307","AC009081.1",0,0,0,0,0
"1308","AC009084.1",0,0,0,0,0
"1309","AC009091.1",0,0,0,0,0
"1310","AC009095.4",6,3,2,2,2
"1311","AC009108.1",0,0,0,0,0
"1312","AC009108.2",0,0,0,0,0
"1313","AC009110.1",0,0,0,0,0
"1314","AC009120.10",0,0,0,0,0
"1315","AC009120.11",0,0,0,0,0
"1316","AC009120.3",4,0,3,0,2
"1317","AC009120.4",0,0,0,0,0
"1318","AC009120.5",4,1,3,0,0
"1319","AC009120.6",27,10,12,17,10
"1320","AC009120.8",0,0,0,0,0
"1321","AC009120.9",0,0,0,0,0
"1322","AC009121.1",0,0,0,0,0
"1323","AC009121.2",0,0,0,0,0
"1324","AC009127.1",0,0,0,0,0
"1325","AC009133.12",33,25,18,15,15
"1326","AC009133.15",0,0,0,0,0
"1327","AC009133.17",39,28,22,31,24
"1328","AC009133.21",0,0,0,0,0
"1329","AC009133.22",0,0,0,0,0
"1330","AC009133.23",0,0,0,0,0
"1331","AC009133.24",0,0,0,0,0
"1332","AC009134.1",0,0,0,0,0
"1333","AC009158.1",0,0,0,0,0
"1334","AC009159.1",0,0,0,0,0
"1335","AC009161.1",0,0,0,0,0
"1336","AC009166.5",0,0,0,0,0
"1337","AC009166.7",0,0,0,0,0
"1338","AC009196.1",0,0,0,0,0
"1339","AC009227.2",0,0,1,0,0
"1340","AC009227.3",0,0,0,0,0
"1341","AC009228.1",0,0,0,0,0
"1342","AC009229.5",0,0,0,0,0
"1343","AC009229.6",0,0,0,0,0
"1344","AC009236.2",0,0,0,0,0
"1345","AC009237.10",0,0,0,0,0
"1346","AC009237.11",0,0,1,0,0
"1347","AC009237.13",0,0,0,0,0
"1348","AC009237.14",0,0,0,0,0
"1349","AC009237.16",0,0,0,0,0
"1350","AC009237.17",0,0,0,0,0
"1351","AC009237.2",0,0,0,0,0
"1352","AC009237.4",0,0,0,0,0
"1353","AC009237.5",0,0,0,0,0
"1354","AC009237.6",0,0,0,0,0
"1355","AC009237.8",1,0,2,3,1
"1356","AC009238.6",0,0,0,0,0
"1357","AC009238.7",0,0,0,0,0
"1358","AC009238.8",0,0,0,0,0
"1359","AC009245.3",0,1,2,0,1
"1360","AC009260.1",0,0,0,0,0
"1361","AC009262.2",0,0,0,0,0
"1362","AC009263.2",0,0,0,0,0
"1363","AC009264.1",0,0,0,0,0
"1364","AC009274.6",0,0,0,0,0
"1365","AC009276.4",1,0,0,0,0
"1366","AC009297.1",0,0,0,0,0
"1367","AC009299.1",0,0,0,0,0
"1368","AC009299.2",1,1,2,0,0
"1369","AC009299.3",16,11,1,8,2
"1370","AC009299.4",0,0,0,0,0
"1371","AC009299.5",0,0,0,0,0
"1372","AC009302.2",0,0,0,0,0
"1373","AC009303.1",1,0,1,0,0
"1374","AC009303.2",6,6,6,5,10
"1375","AC009303.3",0,0,0,0,0
"1376","AC009305.1",0,0,0,3,0
"1377","AC009305.2",0,0,0,0,0
"1378","AC009310.1",0,0,0,0,0
